sitetype,sitenum,latitude,longitude,call_sign,location_address,location_city,location_county,location_state,ground_elevation,height_of_support_structure,overall_height_of_structure,structure_type,licensee_entity_name,licensee_first_name,licensee_last_name,licensee_phone,licensee_fax,licensee_email,licensee_street_address,licensee_city,licensee_state,licensee_zip_code,licensee_po_box,licensee_attention_line,contact_entity_name,contact_first_name,contact_last_name,contact_phone,contact_fax,contact_email,contact_street_address,contact_city,contact_state,contact_zip_code,contact_po_box,contact_attention_line,emmitter_1_freqs_mhz,emmitter_2_freqs_mhz,emmitter_3_freqs_mhz,emmitter_4_freqs_mhz,emmitter_5_freqs_mhz
Single,113,37.3647222222222,-121.908611111111,WQHT908,1471 N 4TH ST,SAN JOSE,CONTRA COSTA,CA,14.9,68.901,68.901,Building,FCI 900 INC,,,7034334000,7034334483,,12502 Sunrise Valley Drive MS  VARESA0209,RESTON,VA,20196    ,,ROBIN J COHEN,Sprint Nextel Corporation,,,7034334000,7034334483,,12502 Sunrise Valley Drive MS  VARESA0209,Reston,VA,20196    ,,,/935.15/935.1625/935.2/935.2125/935.225/935.675/935.7/935.7125/935.75/935.925/935.95/935.975/936.15/936.1625/936.175/936.225/936.2375/936.25/936.45/936.4625/936.475/936.4875/936.5/936.65/936.675/936.6875/936.7/936.725/936.7375/936.75/936.9/936.975/937.1375/937.175/937.2125/937.225/937.2375/937.45/937.4625/937.475/937.4875/937.5/937.6375/937.675/937.6875/937.7/937.7125/937.725/937.7375/937.9125/937.925/937.9375/937.9625/937.975/938.65/938.6875/939.7/939.7125/939.725/939.7375/939.75/939.8875/939.9/939.9125/939.925/939.9375/939.95,,,,
Single,114,37.3811111111111,-121.958055555556,WPXM261,1775 LAURELWOOD ROAD,SANTA CLARA,SANTA CLARA,CA,8.5,44.9497,44.9497,Building,NEXTEL OF CALIFORNIA INC,,,7034334000,7034334483,,12502 Sunrise Valley Drive MS  VARESA0209,RESTON,VA,20196    ,,ROBIN J COHEN,Sprint Nextel Corporation,,,7034334000,7034334483,,12502 Sunrise Valley Drive MS VARESA0209,Reston,VA,20196    ,,,/856.8125/858.8125/859.8125,,,,
Single,115,37.4082777777778,-121.919111111111,WPLS860,1511 BUCKEYE DR,MILPITAS,SANTA CLARA,CA,9,16.405,26.248,Building,XICOR INC,,,4084328888,4084320640,,1511 BUCKEYE DR,MILPITAS,CA,95035    ,,RICHARD HUNT,,,,,,,,,,,,,/462.5,,,,
Single,116,37.4071666666667,-121.918,WPBX610,1630 MC CARTHY BLVD,MILPITAS,SANTA CLARA,CA,13,22.967,29.529,Building,LINEAR TECHNOLOGY,,,4089419593,4084340507,CTATUM@LINEAR.COM,1630 MCCARTHY BLVD,MILPITAS,CA,950357417,,CORY TATUM,WASHINGTON RADIO REPORTS,LORY,PLANK,7173340668,7173346440,LPLANK@WRRONLINE.COM,1588 FAIRFIELD ROAD STE 7,GETTYSBURG,PA,17325    ,,,/462.475/462.35,,,,
Single,117,37.4091111111111,-121.921055555556,WPRL674,,,SANTA CLARA,CA,,,,NA,WJ Communications Inc,,,4085776406,4088132425,,401 RIVER OAKS PKWY,SAN JOSE,CA,951341916,,Mark Bringuel,Haggerty Communications Group,Robert,Haggerty,6196989560,6196989574,robert@haggerty.com,7840 El Cajon Blvd Suite 401,La Mesa,CA,91941    ,,,/464.7125/469.7125,,,,
Single,118,37.4099444444444,-121.921333333333,KB74867,3115 ALFRED ST,SANTA CLARA,SANTA CLARA,CA,8,49.215,49.215,NA,LSI LOGIC CORPORATION,,,4084336293,,,3115 ALFRED ST M S J202,SANTA CLARA,CA,95054    ,,RICK OSBORNE,,,,,,,,,,,,,/462.375,,,,
Single,119,37.403,-121.918833333333,WNBH325,ROVER OAK ST  SELLING,SAN JOSE,SANTA CLARA,CA,9,,,NA,SAN JOSE CITY OF,,,4087941260,4082972534,fcc@sanjoseca.gov,855 WEST SAN PEDRO STREET,SAN JOSE,CA,951101718,,GENERAL SERVICES COMMUNICATIONS,Telecommunications Engineering Associates,Michael,Towns,6505901817,5096954978,fcc@tcomeng.com,1160 Industrial Rd #15,San Carlos,CA,94070    ,,,/173.3125,,,,
Single,120,37.4066111111111,-121.914944444444,WPCC413,,,SANTA CLARA,CA,,,,NA,MAXTOR CORPORATION,,,4084324322,4084324293,,510 COTTONWOOD DR,MILPITAS,CA,950357403,,KENT STILLMAN,SPECTRUM RESOURCES,,,,4082557910,,10525 MIRA VISTA RD,CUPERTINO,CA,950142707,,,/461.9875/462.0125/466.0125/467.0125,,,,
Single,121,37.4043611111111,-121.924833333333,WQQH488,385 River Oaks Rd,San Jose,SANTA CLARA,CA,7.9,75.1349,75.1349,Building,Crestview Village Apartment Homes Irvine Company,,,9497205645,4089537441,dsanchez@irvinecompany.com,330 Crescent Village Circle,San Jose,CA,95134    ,,Danny Sanchez,Communications USA Inc,Jon,Hopkins,8003381949,8586744273,Jon.Hopkins@commusa.com,2229 Enterprise Street,Escondido,CA,92029    ,,,/463.9125,,,,
Single,122,37.4110555555556,-121.913555555556,WPRA800,,,SANTA CLARA,CA,,,,NA,MIDWAY GAMES WEST INC,,,4084343700,4084343776,,675 SYCAMORE DR,MILPITAS,CA,95035    ,,JEFF BELL,MODCOMM ENGINEERING,,,,4082653340,,,SAN JOSE,CA,951544083,,,/467.9,,,,
Single,123,37.4105833333333,-121.913277777778,WPTQ892,500 McCarthy Blvd,Milpitas,SANTA CLARA,CA,10,29.8571,32.1538,Building w/Antenna,Quantum Corporation,,,4088944000,4082326665,mikebrazil@quantum.com,501 Sycamore,Milpitas,CA,95035    ,,Frank Maloney,,,,,,,,,,,,,/451.725,,,,
Single,124,37.4046388888889,-121.926694444444,WQEN872,,San Jose,SANTA CLARA,CA,,,,NA,Thermo Electron Corporation,,,4089656366,,,355 River Oaks Pkwy,San Jose,CA,95134    ,,Nick Chavez,Primex Wireless Inc,Eleanor,Dortch,2622483000,2622480455,,N3211 County Rd H,Lake Geneva,WI,53147    ,,,/72.14,,,,
Single,125,37.4059444444444,-121.927416666667,WQIP716,255 West Tasman Drive Building J-1,San Jose,SANTA CLARA,CA,8.2,67.9167,97.7738,Building w/Pole,Cisco Systems,,,9193926276,,matrunya@cisco.com,7200-10 Kit Creek Road,RTP,NC,27709    ,14987,Matthew Runyan,Cisco Systems,Matthew,Runyan,9193926276,,matrunya@cisco.com,7200-10 Kit Creek Road,RTP,NC,27709    ,14987,,/2.194/3.155/4.438/5.005/6.765/7.3,,,,
Single,126,37.4038333333333,-121.926888888889,WPRL674,,,SANTA CLARA,CA,,,,NA,WJ Communications Inc,,,4085776406,4088132425,,401 RIVER OAKS PKWY,SAN JOSE,CA,951341916,,Mark Bringuel,Haggerty Communications Group,Robert,Haggerty,6196989560,6196989574,robert@haggerty.com,7840 El Cajon Blvd Suite 401,La Mesa,CA,91941    ,,,/461.8125/466.8125,,,,
Single,127,37.3993888888889,-121.920777777778,WPBS956,555 RIVER OAKS PKY BLDG 2,SAN JOSE,SANTA CLARA,CA,8,36.091,36.091,NA,CADENCE DESIGN SYSTEMS INC,,,4089447121,,,555 RIVER OAKS PKY,SAN JOSE,CA,951341937,,JOHN LUCAS,,,,,,,,,,,,,/464.675,,,,
Single,128,37.4021666666667,-121.926055555556,KQU693,280 DEVELOPMENT DR,SAN JOSE,SANTA CLARA,CA,7,101.711,101.711,NA,LORAL SPACE SYSTEMS,,,4084734407,,,3825 FABIAN WAY,PALO ALTO,CA,94303    ,,JULIE BANNERMAN,,,,,,,,,,,,,/153.29,,,,
Single,129,37.4166111111111,-121.921611111111,KLP862,701 ABEL AVE,MILPITAS,SANTA CLARA,CA,8,,,NA,SANTA CLARA COUNTY OF,,,4089773200,4082792666,FCCmanager@911.sccgov.org,2700 Carol Drive,SAN JOSE,CA,941252096,,Communications Director,Santa Clara County of,Jim,Coates,4089772310,4082794560,Jim.Coates@911.sccgov.org,2700 Carol Drive,San Jose,CA,951252096,,,/39.92,,,,
Single,130,37.4166111111111,-121.914666666667,WPRJ243,800 BARBER LN,MILPITAS,SANTA CLARA,CA,8,36.091,45.934,Tower,MILPITAS CITY OF,,,4085862421,4085862442,FCCcontact@ci.milpitas.ca.gov,1275 NORTH MILPITAS BOULEVARD,MILPITAS,CA,950353153,,TECHNICAL SERVICES COMMANDER,Telecommunications Engineering Associates,Michael,Towns,6505901817,9257751599,fcc@tcomeng.com,1160 Industrial Rd #15,San Carlos,CA,94070    ,,,/154.28/460.625/465.625,,,,
Single,131,37.418,-121.921333333333,WPRH480,,,SANTA CLARA,CA,,,,NA,MAXTOR CORPORATION,,,4088946008,4088943242,jason_aguilar@maxtor.com,500 MC CARTHY BOULEVARD,MILPITAS,CA,950357909,,SAFETY DEPARTMENT,SPECTRUM RESOURCES,EDWARD,TOBIASZ,4089968223,4082557910,fcc@spectrum-resources.com,10525 MIRA VISTA ROAD,CUPERTINO,CA,950142707,,,/461.8375/462.0625/463.2125/463.6125/464.0625/464.6125/466.8375/467.0625/468.2125/468.6125/469.0625/469.6125,,,,
Single,132,37.3982777777778,-121.928,WNBH325,MONTAGUE  ZENCKER,SAN JOSE,SANTA CLARA,CA,8,,,NA,SAN JOSE CITY OF,,,4087941260,4082972534,fcc@sanjoseca.gov,855 WEST SAN PEDRO STREET,SAN JOSE,CA,951101718,,GENERAL SERVICES COMMUNICATIONS,Telecommunications Engineering Associates,Michael,Towns,6505901817,5096954978,fcc@tcomeng.com,1160 Industrial Rd #15,San Carlos,CA,94070    ,,,/173.3125,,,,
Single,133,37.3957777777778,-121.926055555556,WPIZ339,,,SANTA CLARA,CA,,,,NA,MS CARITA INC,,,4083830500,4083830565,,101 PULLMAN ST,LIVERMORE,CA,94550    ,,,MS CARITA INC,,,,4083830565,,404 E PLUMERIA DR,SAN JOSE,CA,95134    ,,,/154.57/154.6,,,,
Single,134,37.4055,-121.933,WPSP534,3990 ZANKER RD,SAN JOSE,SANTA CLARA,CA,8,72.182,78.744,Building,Santa Clara Valley Transportation Authority,,,4089524111,4083217580,richard.bertalan@vta.org,3331 North First Street,SAN JOSE,CA,95134    ,,TECHNOLOGY MANAGER,Santa Clara Valley Transportation Authority,Richard,Bertalan,4089524111,4083217580,richard.bertalan@vta.org,3331 North First Street,San Jose,CA,95134    ,,,/491.4125/491.6625/492.0125,,,,
Single,135,37.4188055555556,-121.927166666667,WQFC351,1 TECHNOLOGY DR,MILPITAS,SANTA CLARA,CA,8,32.81,36.091,Building w/Antenna,KLA-TENCOR,,,4088753000,,,5 TECHNOLOGY DRIVE,MILPITAS,CA,95035    ,,KULDIP SINGH,WASHINGTON RADIO REPORTS,LORY,PLANK,7173340668,7173346440,AKRICHTEN@WRRONLINE.COM,1588 FAIRFIELD ROAD STE 7,GETTYSBURG,PA,17325    ,,,/451.3125/451.6625,,,,
Single,136,37.3966111111111,-121.910777777778,WNHI338,2135 O TOOLE AVE,SAN JOSE,SANTA CLARA,CA,66,,,NA,ABF FREIGHT SYSTEM INC,,,5017856210,,,,FORT SMITH,AR,729170048,10048,David Bockelman,,,,,,,,,,,,,/159.705,,,,
Single,137,37.3991111111111,-121.931055555556,WNXC834,,,SANTA CLARA,CA,,,,NA,CHIPS  TECHNOLOGIES INC,,,4084340600,,,2950 ZANKER RD,SAN JOSE,CA,95134    ,,GARY DOLEN,,,,,,,,,,,,,/451.5625/456.5625,,,,
Single,138,37.393,-121.916888888889,WPKP880,,,SANTA CLARA,CA,,,,NA,QUEBECOR PRINTING SAN JOSE INC,,,4084352300,4084355130,,696 E TRIMBLE RD,SAN JOSE,CA,95131    ,,RUSS EARLE,QUEBECOR PRINTING SAN JOSE INC,,,,4084355130,,696 E TRIMBLE RD,SAN JOSE,CA,95131    ,,,/467.925,,,,
Single,139,37.4066111111111,-121.934416666667,WNXM879,3500 ZANKER RD,SAN JOSE,SANTA CLARA,CA,6.1,29.8571,32.1538,Building,CALIFORNIA STATE OF,,,9166576153,9166579233,radiolicensing@caloes.ca.gov,601 SEQUOIA PACIFIC BLVD,SACRAMENTO,CA,958110231,,RADIO LICENSING,CALIFORNIA STATE OF,,,9166579343,9166579233,radiolicensing@caloes.ca.gov,601 SEQUOIA PACIFIC BLVD,SACRAMENTO,CA,958110231,,,/859.2625/854.3625,,,,
Single,140,37.3921388888889,-121.923,WQEN485,,SAN JOSE,SANTA CLARA,CA,,,,NA,QUALCOMM MEMS TECHNOLOGY INC,,,4085462076,4085461215,,2581 JUNCTION AVENUE,SAN JOSE,CA,95134    ,,BEN HERTZLER,HAGGERTY COMMUNICATIONS GROUP,ROBERT,HAGGERTY,6196989560,6196989574,robert@haggerty.com,7840 EL CAJON BLVD SUITE 401,LA MESA,CA,91942    ,,,/463.9625/462.0375/462.0625/464.9375,,,,
Single,141,37.3981944444444,-121.932666666667,WQFZ541,3050 ZANKER RD,SAN JOSE,SANTA CLARA,CA,7,29.529,39.372,Building w/Antenna,ULTRATECH INC,,,4083218835,,,3050 ZANKER RD,SAN JOSE,CA,95134    ,,MICHAEL KIERIG,BUSINESS RADIO LICENSING,JERRY,WALKER,9493488510,,jerry@businessradiolicensing.com,26941 CABOT RD #134,LAGUNA HILLS,CA,92653    ,,,/461.5625,,,,
Single,142,37.4002777777778,-121.934166666667,WPUI996,101 Innovation Dr,San Jose,SANTA CLARA,CA,6,29.8571,34.7786,Building w/Antenna,Altera Corporation,,,4085446632,4085448082,,101 Innovation Dr,San Jose,CA,95134    ,,Bill Impellezerl,Radio Licensing Services,Dean,Ballew,5037943761,5037943759,,4700 SE International Way,Milwaukie,OR,97222    ,,,/464.05,,,,
Single,143,37.4216666666667,-121.927777777778,WQLD960,COYOTE CK ABV HWY 237 OFF OF TECHNOLOGY DR,MILPITAS,SANTA CLARA,CA,7.6,7.8744,20.0141,Building w/Pipe,SANTA CLARA VALLEY WATER DISTRICT,,,4082652600,4089795633,kstumpf@valleywater.org,5750 ALMADEN EXPRESSWAY,SAN JOSE,CA,95118    ,,KEN STUMPF,SANTA CLARA VALLEY WATER DISTRICT,,,4082652600,4089795633,kstumpf@valleywater.org,5750 ALMADEN EXPRESSWAY,SAN JOSE,CA,95118    ,,,/171.1,,,,
Single,144,37.4191111111111,-121.907166666667,WNYF355,701 S ABEL ST,MILPITAS,SANTA CLARA,CA,7,16.405,16.405,NA,SANTA CLARA COUNTY OF,,,4082944424,4082792666,FCCmanager@911.sccgov.org,2700 Carol Drive,SAN JOSE,CA,95125    ,,Communications Director,Santa Clara County,Jim,Coates,4089773210,4082794560,Jim.Coates@911.sccgov.org,2700 Carol Drive,San Jose,CA,95125    ,,,/154.74,,,,
Single,145,37.4083333333333,-121.936944444444,WQGW415,3500 PALMILLA DRIVE,SAN JOSE,SANTA CLARA,CA,5,59.058,72.182,Building w/Antenna,IRVINE APARTMENT MANAGEMENT CO THE SYCAMORES,,,4085705060,4085705061,,3500 PALMILLA DRIVE,SAN JOSE,CA,95134    ,,FIDEL GOZUN,HAGGERTY COMMUNICATIONS GROUP,ROBERT,HAGGERTY,6196989560,6196989574,robert@haggerty.com,7840 EL CAJON BLVD  SUITE 401,LA MASA,CA,91941    ,,,/463.6,,,,
Single,146,37.4123888888889,-121.902472222222,WQRR364,1201 SOUTH MAIN STREET,MILPITAS,SANTA CLARA,CA,13,134.521,141.083,Building w/Antenna,SHEA PROPERTIES,,,9493897000,9495440479,frank.fatino@sheaapartments.com,130 VANTIS SUITE 200,ALISO VIEJO,CA,92656    ,,FRANK FATINO,EAGLE COMMUNICATIONS,JAMES,PAYNE,9498378788,9498372511,sales@two-wayradio.com,2 MCLAREN SUITE D,IRVINE,CA,92618    ,,,/461.4875,,,,
Single,147,37.3935555555556,-121.907444444444,WPFJ690,,,SANTA CLARA,CA,,,,NA,BAE Systems Imaging Solutions Inc,,,6038854556,6038852167,thomas.x.tsirimokos@baesystems.com,65 Spit Brook Road,Nashua,NH,030606909,,Thomas Tsirimokos Esquire,Arent Fox LLP,Jeffrey,Rummel,2027158479,2028576395,rummelj@arentfox.com,1717 K Street NW,Washington,DC,20036    ,,,/461.8375/464.8375/466.8375/469.8375,,,,
Single,148,37.3988333333333,-121.903277777778,KNO227,1995 OLD OAKLAND RD,SAN JOSE,SANTA CLARA,CA,8,26.248,29.529,Building,BFI Waste Systems,,,4806272888,4806277115,Barbara.Selendic@awin.com,18500 N Allied Way,Phoenix,AZ,85054    ,,Barbara Selendic,Hunton  Williams LLP,Barbara,Selendic,8047878921,8047888218,cmcafee@hunton.com,951 E Byrd Street,Richmond,VA,23219    ,,,/493.4375,,,,
Single,149,37.4255,-121.9155,KNNN866,HWY ADVISORY STA JCT I880 SR 237,MILPITAS,SANTA CLARA,CA,5,26.248,49.215,Pole,CALIFORNIA STATE OF,,,9166576113,9166579468,radiolicensing@state.ca.gov,601 SEQUOIA PACIFIC BLVD,SACRAMENTO,CA,958110231,,RADIO LICENSING,CALIFORNIA STATE OF,,,9166576113,9166579468,radiolicensing@state.ca.gov,601 SEQUOIA PACIFIC BLVD,SACRAMENTO,CA,958110231,,,/0.84,,,,
Single,150,37.4124444444444,-121.937722222222,WPBC940,,,SANTA CLARA,CA,,,,NA,FUJITSU COMPUTER PACKAGING,,,4089437000,,,3811 ZANKER RD,SAN JOSE,CA,95134    ,,MELVIN KIRKPATRICK,,,,,,,,,,,,,/151.955/462.1125/467.1125,,,,
Single,151,37.4263333333333,-121.9205,WPDC817,,,ALAMEDA,CA,,,,NA,CALIFORNIA OILS CORPORATION,,,5102316428,5102316498,ereyes@caloils.com,1145 Harbour Way South,RICHMOND,CA,94804    ,,Manager Safety Health  Environmen,California Oils Corporation,Ed,Reyes,5102316428,5102316498,ereyes@caloils.com,1145 Harbour Way South,Richmond,CA,94804    ,,,/462.3875/462.2125/462.2375/462.4375,,,,
Single,152,37.4266666666667,-121.921944444444,WPYE569,41 RANCH DRIVE,MILPITAS,SANTA CLARA,CA,0,,,NA,MCDONALDS RESTAURANT OF CALIFORNIA INC,,,6306234720,,MADORA.BUCHANAN-WILSON@MCD.COM,,OAK BROOK,IL,60522    ,1786,MS MADORA B WILSON,PANASONIC INFORMATION SYSTEMS COMPANY,MARK,DOLFEN,8474685318,8474685331,DOLFENM@PANASONIC.COM,1707 N RANDALL ROAD E1-D9,ELGIN,IL,601237847,,,/35.02/33.14/30.84/154.54/33.4/154.515/33.16/30.58/31.24/151.865/31.4/151.745/35.12/35.88/151.805/35.96/468.4875/468.7625/469.1375/469.6375/469.6625/469.8875/457.5125/457.5375/457.5625/457.5875/457.6125,,,,
Single,153,37.3991944444444,-121.901805555556,WQMI622,2188 DEL FRANCO ST SUITE 70,SAN JOSE,SANTA CLARA,CA,,,,NA,CINTAS FIRE PROTECTION,,,8663626522,5137012635,dupuisj@cintas.com,1030 CONSHOKOCKEN RD,KING OF PRUSSIA,PA,19428    ,,FCC LICENSING,,,,,,,,,,,,,/452.5125,,,,
Single,154,37.4105,-121.939666666667,WPQH273,300 EAST TASMAN DR,SAN JOSE,SANTA CLARA,CA,5,78.744,88.587,Building,CISCO SYSTEMS INC,,,4085272894,4085274225,,170 WEST TASMAN DRIVE,SAN JOSE,CA,951344225,,JOE BROWN,Haggerty Communications Group,Robert,Haggerty,6196989560,6196989574,robert@haggerty.com,7840 El Cajon Blvd  Suite 401,La Mesa,CA,91941    ,,,/462.45,,,,
Single,155,37.4166111111111,-121.901055555556,WNKC872,,,SANTA CLARA,CA,,,,NA,SAMSUNG SEMICONDUCTOR,,,4084345400,,,3655 N FIRST ST,SAN JOSE,CA,95134    ,,,,,,,,,,,,,,,/463.9375/468.9375,,,,
Single,156,37.3908888888889,-121.90675,WQBY348,,SAN JOSE,SANTA CLARA,CA,0,,,NA,G M NAMEPLATE,,,4084351666,4084358121,jschumann@gmnameplate.com,2095 OTOOLE AVE,SAN JOSE,CA,95131    ,,JOHN SCHUMANN,HAGGERTY COMMUNICATIONS GROUP,ROBERT,HAGGERTY,6196989560,6196989574,ROBERT@HAGGERTY.COM,7840 EL CAJON BLVD SUITE 401,LA MASA,CA,91941    ,,,/463.375/468.375/463.9/468.9/464.225/469.225,,,,
Single,157,37.3903055555556,-121.932027777778,WNSD894,2731 NORTH 1ST STREET,SAN JOSE,SANTA CLARA,CA,7,16.405,19.686,Building,AMERICAN NATIONAL RED CROSS,,,2023034126,2023030230,BARRY.BOYCE@REDCROSS.ORG,2025 E STREET NW  NW2-131,WASHINGTON,DC,20006    ,,DISASTER SERVICES TECHNOLOGY,AMERICAN NATIONAL RED CROSS,,,2023034126,2023030230,BARRY.BOYCE@REDCROSS.ORG,2025 E STREET NW  NW2-131,WASHINGTON,DC,20006    ,,,/47.42,,,,
Single,158,37.4005,-121.939666666667,WNVE934,,,SANTA CLARA,CA,,,,NA,LOCKHEED MARTIN CORPORATION,,,7034133102,7034135908,scott.kotler@lmco.com,2121 Crystal Drive Suite 100,Arlington,VA,22202    ,,Scott Kotler,Lockheed Martin Corporation,Claude,Wells,4106822156,4106820300,claude.wells@lmco.com,195 Chesapeake Park Plaza,Baltimore,MD,212200906,4906,,/461.8375/461.9125/466.8375/466.9125,,,,
Single,159,37.4196666666667,-121.902444444444,WPIH753,224 CURTIS AVE UPRR AUTO FAC,MILPITAS,SANTA CLARA,CA,4,16.405,19.686,Building,UNION PACIFIC RAILROAD COMPANY,,,4025440486,4022333179,uplicensing@up.com,1400 DOUGLAS STREET STOP 650,OMAHA,NE,68179    ,,LARRY J KOPIASZ,UNION PACIFIC RAILROAD COMPANY,LARRY,KOPIASZ,4025440486,4022333179,uplicensing@up.com,1400 DOUGLAS STREET STOP 650,OMAHA,NE,68179    ,,,/463.3,,,,
Single,160,37.4021666666667,-121.898833333333,WIJ224,2051 RINGWOOD AVE,SAN JOSE,SANTA CLARA,CA,12,,,NA,Fisher Wireless Services Inc,,,7609224150,7609222548,bart@fisherwireless.com,14530 S Commercial St,Blythe,CA,92225    ,,Dana B Fisher,Lukas Nace Gutierrez  Sachs LLP,Elizabeth,Sachs,7035848663,7035848696,lsachs@fcclaw.com,8300 Greensboro Drive Suite 1200,McLean,VA,22102    ,,,/486.7375,,,,
Single,161,37.4116111111111,-121.898555555556,KSZ808,730 CAPITOL AVE,MILPITAS,SANTA CLARA,CA,9,,,NA,DI SALVO TRUCKING CO,,,4089462520,,,,SAN FRANCISCO,CA,94119    ,3765,,,,,,,,,,,,,,/159.9,,,,
Single,162,37.4113333333333,-121.941333333333,WPKI783,,,SANTA CLARA,CA,,,,NA,PALMER COLLEGE OF CHIROPRACTIC WEST,,,4089446147,4089446010,,90 E TASMAN,SAN JOSE,CA,95134    ,,SCOTT TONNESEN,Business Radio Licensing,,,9493488510,9493488514,info@businessradiolicensing.com,30251 Golden Lantern Ste E #501,Laguna Niguel,CA,926775993,,,/468.5/468.925,,,,
Single,163,37.4305,-121.9205,WNLQ506,851 BUCKEYE COURT,MILPITAS,SANTA CLARA,CA,5,29.529,29.529,NA,XICOR INC,,,4084328888,,,1618 BUCKEYE DR,MILPITAS,CA,95035    ,,MIKE MASSEY,,,,,,,,,,,,,/154.54,,,,
Single,164,37.3849444444444,-121.926055555556,WNPI603,2560 N FIRST ST,SAN JOSE,SANTA CLARA,CA,4,45.934,45.934,NA,MCI Communications Services Inc,,,9727296406,9727292690,Laura.Birkelbach@mci.com,2400 N Glenville Drive  DeptLoc 71216107,Richardson,TX,75082    ,,Laura J Birkelbach,MCI Communications Services Inc,,,9727296406,9727292690,Laura.Birkelbach@mci.com,2400 N Glenville Drive  DeptLoc 71216107,Richardson,TX,75082    ,,,/451.425,,,,
Single,165,37.408,-121.943,WNBH325,N FIRST ST  NICKELSON RD,SAN JOSE,SANTA CLARA,CA,5,,,NA,SAN JOSE CITY OF,,,4087941260,4082972534,fcc@sanjoseca.gov,855 WEST SAN PEDRO STREET,SAN JOSE,CA,951101718,,GENERAL SERVICES COMMUNICATIONS,Telecommunications Engineering Associates,Michael,Towns,6505901817,5096954978,fcc@tcomeng.com,1160 Industrial Rd #15,San Carlos,CA,94070    ,,,/173.3125,,,,
Single,166,37.3855,-121.928,WPDK770,2560 N FIRST ST,SAN JOSE,SANTA CLARA,CA,9,45.934,45.934,NA,MCI Communications Services Inc,,,9727296406,9727292690,Laura.Birkelbach@mci.com,2400 N Glenville Drive  DeptLoc 71216107,Richardson,TX,75082    ,,Laura J Birkelbach,MCI Communications Services Inc,,,9727296406,9727292690,Laura.Birkelbach@mci.com,2400 N Glenville Drive  DeptLoc 71216107,Richardson,TX,75082    ,,,/451.675,,,,
Single,167,37.3955555555556,-121.940277777778,WQLD964,GUADALUPE RIVER AT MONTAGUE EXPRESSWAY,SAN JOSE,SANTA CLARA,CA,3,6.8901,18.0455,Building w/Pipe,SANTA CLARA VALLEY WATER DISTRICT,,,4082652600,4089795633,kstumpf@valleywater.org,5750 ALMADEN EXPRESSWAY,SAN JOSE,CA,95118    ,,KEN STUMPF,SANTA CLARA VALLEY WATER DISTRICT,,,4082652600,4089795633,kstumpf@valleywater.org,5750 ALMADEN EXPRESSWAY,SAN JOSE,CA,95118    ,,,/171.1,,,,
Single,168,37.388,-121.933555555556,WPIG418,,,SANTA CLARA,CA,,,,NA,KAISER ELECTRONICS INC,,,7035168213,7035188293,jmgifft@rockwellcollins.com,1300 Wilson Blvd Suite 200,Arlington,VA,22209    ,,Linda C Sadler,,,,,,,,,,,,,/462.4125/467.4125,,,,
Single,169,37.4118888888889,-121.896333333333,WPLR231,,,SANTA CLARA,CA,,,,NA,NAMCO OPERATIONS INC DBA WONDER PARK,,,4082625990,4082628268,,870 GREAT MALL DR,MILPITAS,CA,950358032,,RANDY NORTON,SPECTRUM RESOURCES,,,,4082557910,,10525 MIRA VISTA RD,CUPERTINO,CA,950142707,,,/461.0875/466.0875,,,,
Single,170,37.3843333333333,-121.927166666667,WQGJ880,2550 NORTH FIRST STREET,SAN JOSE,SANTA CLARA,CA,5.1,91.868,95.149,Building,LBA REALTY,,,4084351221,,,2500 NORTH FIRST STREET SUITE 180,SAN JOSE,CA,95131    ,,PROPERTY MANAGEMENT,WASHINGTON RADIO REPORTS,LORY,PLANK,7173340668,7173346440,LPLANK@WRRONLINE.COM,1588 FAIRFIELD ROAD STE 7,GETTYSBURG,PA,17325    ,,,/464.0625,,,,
Single,171,37.38625,-121.931638888889,WQCV991,,San Jose,SANTA CLARA,CA,,,,NA,Rockwell Collins Display Systems,,,4085324929,4084328440,,2701 Orchard Parkway,San Jose,CA,95134    ,,Gary Kolenut,Business Radio Licensing,,,9493488510,9493488514,info@businessradiolicensing.com,26941 Cabot Rd #134,Laguna Hills,CA,92653    ,,,/72.26,,,,
Single,172,37.398,-121.897166666667,WNBC710,2092 CONCOURSE DR,SAN JOSE,SANTA CLARA,CA,13,,,NA,MICRO LINEAR CORP,,,4084335200,,,2092 CONCOURSE DR,SAN JOSE,CA,95131    ,,,,,,,,,,,,,,,/462.225,,,,
Single,173,37.3991111111111,-121.896611111111,WPIP248,,,SANTA CLARA,CA,,,,NA,CORNERSTONE IMAGING INC,,,4084358900,4084358998,,1710 FORTUNE DR,SAN JOSE,CA,951311744,,PATRICK WILSON,SPECTRUM RESOURCES,,,,4082557910,,10525 MIRA VISTA RD,CUPERTINO,CA,950142707,,,/457.525,,,,
Single,174,37.3860555555556,-121.932444444444,KNJZ414,2720 ORCHARD PARKWAY,SAN JOSE,SANTA CLARA,CA,3,19.686,22.967,Tower,SEAGATE TECHNONLOGY DBA SECURITY COMMAND POST,,,4086581131,5106243723,wendy.a.eidem@seagate.com,10200 SOUTH DE ANZA BLVD,CUPERTINO,CA,95014    ,,WENDY A EIDEM,PENINSULA COMMUNICATIONS,FERNANDO,IGLESIAS,8317841900,8317581945,fernando@peninsulacom.com,6 ROSSI CIRCLE C,SALINAS,CA,93907    ,,,/463.925,,,,
